userName,score,at,content,translated_content,sentiment
VleezyGaming23,4,2023-07-08 12:45:54,"Sedikit saran beberapa fitur buat aplikasi ini.. mungkin bisa di optimalkan fitur zoom foto. Soalnya kadang susah klo mau liat foto gabisa di zoom.. terus mungkin tambahin Hastag (#) juga. Biar orang klo mau nulis caption tertentu bisa dijangkau lebih luas. Terus... Klo emang mau disamakan dengan Twitter, ada 2 tab beranda. Seperti Following dan For You. Oh! Sama satu lagi.. Tambahin opsi media berupa Galeri bawaan di bagian post tweet. Jadi supaya orang gampang milih foto di dalam galeri .","A few suggestions for some features for this application... maybe you could optimize the photo zoom feature. The problem is that sometimes it's difficult if you want to see a photo and you can't zoom in... then maybe add a hashtag (#) too. So that if people want to write a certain caption, it can be reached more widely. Continue... If you really want to compare it to Twitter, there are 2 home tabs. Like Following and For You. Oh! Same again... Add media options in the form of a built-in gallery in the post tweet section. So it's easy for people to choose photos in the gallery.",positive
Dardiri Dardak,4,2023-07-11 02:45:43,"pengalaman harii kedua setelah unduh threads, masih kurang handal untuk lampirkan foto atau vidio dengan file ukuran besar, belum dikompresi, jadinya gagal terunggah setelah beberapa kali mencoba, hapuslah akhirnya, karena cukup menganggu saat open threads berikutnya. Mungkin ini salah satu yang harus diperbaiki di aplikasi bin sofwarenya. sedangkan hal lainnya belum menemukan, jadi untuk saat awal cukuplah kasih 4 bintang","second day experience after downloading threads, still not reliable enough to attach photos or videos with large files, not compressed, so it failed to upload after several attempts, finally deleted it, because it was quite annoying when opening the next thread. Maybe this is one of the things that needs to be fixed in the software bin application. while other things have not been found, so for the beginning, it is enough to give 4 stars",negative
ahmad mahfud,2,2023-10-22 00:33:26,Sebenarnya aplikasinya bagus simpel gak nego2. Dan cenderung sedikit bot karena log in lewat Instagram. Tapi tolong ditambahkan gitu DM karena jadi gak perlu buka ig. Dan ada bug ketika dialihkan ke ig gak bisa kembali harus ditutup atau gak kembali ke home screen,"Actually, the application is good, simple, no negotiation. And tends to be a bit of a bot because you log in via Instagram. But please add that DM because then you don't need to open IG. And there is a bug when you switch to IG, you can't go back, you have to close it or don't return to the home screen",positive
KAILA TAMA,5,2024-03-25 13:35:00,"Gw kasih ⭐5 aja karena emang bagus tampilan yg meta buat simple dan dulu saya download thereads hanya untuk login doang setelah itu langsung uninstall karena memo penuh, dan ini gw down lagi krna postingan thereads sering lewat di beranda ig jdiii nya penasaran gw mikirnya pengguna disini asik gakk kaya dii sebelah, moga aja deh fiturnya tambah baguss itu aja sih ulasan kuu sorry ye kalo gw terlalu zuzur","I'm just giving it ⭐5 because it's really nice, the meta appearance makes it simple and in the past I downloaded thereads just to log in, but then immediately uninstalled it because the memo was full, and now I'm down again because thereads posts often pass by on the IG home page, so I'm curious, I think about the users here Isn't it cool like the one next door, I hope the features are even better, that's all my review, sorry if I'm too lazy",positive
Zyn Esthetic,1,2024-07-10 22:33:15,"Baru buat akun, baru donlod, eh di tangguhkan. Aplkiasi konto","Just created an account, just downloaded it, but it's been suspended. Conto application",negative
Dicky Arya Saputra,3,2023-07-06 12:08:50,"Aplikasi udah baik. Namun, saya menemukan bug ketika akan membuat thread. Dimana ketika saya pindahkan kursor ke kata awal yang udah ditulis dan ingin mengganti kursor error tidak mau spasi ataupun ditambah huruf. Tolong juga perbaiki tampilannya agar lebih enak dilihat. Tambah juga mode gelap. Dan juga buatkan menu pemilahan antara bukan following dan following Sekian","The application is good. However, I found a bug when creating a thread. Where when I move the cursor to the initial word that has already been written and want to change the cursor, the error does not want a space or letter to be added. Please also improve the appearance so that it is more pleasing to the eye. Also add dark mode. And also create a menu for sorting between not following and following. That's all",positive
Sandranita Umar,5,2024-07-08 01:12:34,"Saya baru bergabung, tapi saya lihat ini sangat baik. Sukses selalu","I just joined, but I see this is very good. Good luck always",positive
Wawan Setiawan,5,2024-07-13 13:44:43,aplikasi bagus untuk cari teman,good application for finding friends,positive
Robinson Buangpelo,5,2024-05-05 07:35:08,Aplikasinya bagus. Tetapi durasi videonya sajah terlalu pendek.,The application is good. But the duration of the video is too short.,positive
Erik Sunaryo,5,2024-06-11 15:51:47,"Recommended buat nambah teman, sahabat dan mudah digunakan","Recommended for adding friends, companions and easy to use",positive
Hanabi Yasuraoka,1,2023-07-07 11:12:58,"Masih banyak kurangnya 🤧 gk ada translate,, Terus yg lewat di beranda kebanyakan centang biru semua,, gk ada fitur light mode & dark mode, kirim pesan,, #trending,, mau komen plus pake foto malah error / gagal terkirim,, Minimal perbaiki bug juga & kurangnya fitur Threads","There are still many shortcomings 🤧 there is no translation,, Then most of the people who pass by on the homepage have blue ticks,, there is no light mode & dark mode feature, send a message,, #trending,, if you want to comment and use a photo, it gets an error/fails to send,, At least fix bugs too & lack of Threads feature",negative
Bisnis OnlineKoe,5,2024-03-22 03:32:28,"theads sebuah aplikasi yg memungkinkan kita berbagi , sharing ttng apa yg kita pahami dan kita mencari tau apa yg tidak kita pahami .. sukses selalu","theads is an application that allows us to share, share about what we understand and we find out what we don't understand... always be successful",positive
Agus Dilan,3,2024-04-20 18:29:54,"Kalo bisa buat room juga biar ada ngobrol ngobrol gituh bukan , cuman status aja , Biar ketahuan mana fake mana asli","If possible, create a room so that people can chat, don't they, just status, so you can find out which is fake and which is real?",negative
Zaydan Zaydan,5,2024-07-08 08:18:24,terbaik Aplikasi ini Threads semoga kedepannya bisa lebih baik lagi...,"This application is the best Threads, hopefully in the future it can be even better...",positive
Rosydatul Hidayah,5,2024-02-29 12:04:23,"aplikasinya berguna banget....dan sangat membantu ,,bisa buat ngecurahin isi pikiran dan menyampaikan ide² puitis... pokok the best dahhhh🤘🤘","the application is really useful...and very helpful, you can share your thoughts and convey poetic ideas...just the best dahhhh🤘🤘",positive
muhamad arsyil,4,2024-05-05 10:01:56,"keren sih, aplikasi sosmed minimalis.","It's really cool, a minimalist social media application.",positive
Syaa Akira,4,2024-06-26 01:01:22,"shebel bgt masa ig gue jadi sering ditangguhkan?? 😠😠 pikir aja sm luw, gue pagi pagi buka ig, harus verif gini gitu, kan cape 🙎🏻‍♀️ pdhl gue ga cerita aneh aneh, jelek banget siiw, GsukaDeh, tp y ak males karna ig aku sering ditangguhkan aja y, si far selain masalah jelek itu yang apaan banget yang lainnya gemes, baik baik aja yh 😜 tp mksi yh aku jd bisa ngobrol 🤭🤭 xixixie","What a shame when my IG gets suspended so often?? 😠😠 just think about it luw, I open ig in the morning, I have to verify like this and that, I'm tired 🙎🏻‍♀️ even though I don't tell anything strange, it's really bad siiw, I don't like it, but I'm lazy because my ig often gets suspended, sis So far, apart from the bad problem, what's really going on, the others are really cool, it's fine, yeah 😜 but thanks, I can chat 🤭🤭 xixixie",negative
Spirit of wonder,1,2024-06-27 22:51:30,Kenapa ketika mau mengikuti atau pun berkomentar tidak bisa tolong di perbaiki,Why can't you fix it when you want to follow or comment?,positive
Hernawan Labib,4,2024-06-24 10:56:31,"Baru pake seminggu kok gk bisa posting,gk bisa komen,, akun di batasi, salah saya dimana ya","I've only been using it for a week and I can't post or comment, my account is restricted, where did I go wrong?",negative
Garam Goreng,5,2024-06-23 05:49:24,"cukup memuaskan, semoga updatenya juga lebih baik","quite satisfying, hopefully the update will also be better",positive
wah yono,5,2024-06-25 16:04:55,sangat menarik untuk mengapreasikan perasaan hat,it is very interesting to appreciate the feelings of hat,positive
F4dh!L- AFR,4,2024-04-29 10:37:52,"Kalau menurutku threads bukan hanya social media, tapi juga social diary. Terimakasih karena threads telah hadir dan menjadi wadah terbaik untuk saya yang suka menulis Suksess selalu threads","In my opinion, threads are not only social media, but also social diaries. Thank you because threads are here and are the best forum for me who likes to write. Success is always threads",positive
Jane Ariyani Putri,3,2024-06-29 07:01:55,kenapa suka lag gt?,why do you like it lagging?,positive
Roy ctbc,4,2024-06-10 09:41:36,Dengan aplikasi ini dapat saling mengirim pesan dan juga video,With this application you can send messages and videos to each other,negative
Harris Devano,5,2024-07-12 13:08:41,"Nothing, rasanya saya malas berkomentar, tapi sejauh ini ini yang paling jauh udah itu aja🗿","Nothing, I feel like I'm too lazy to comment, but so far this is the furthest thing that's all🗿",negative
Enrico Falihツ,5,2023-12-25 14:52:59,"Sebenernya aplikasi nya itu simpel ngga neko neko. Cenderung seperti bot karena login harus menggunakan Instagram. Oh iya tambahkan fitur DM biar tidak memerlukan membuka aplikasi bernama Instagram. Terakhir tolong perbaiki Bug dimana tidak bisa kembali, dan harus menekan tombol home.","Actually, the application is simple, not adventurous. Tends to be like a bot because you have to log in using Instagram. Oh yes, add a DM feature so you don't need to open an application called Instagram. Finally, please fix the bug where you can't go back, and you have to press the home button.",positive
Redi Riki,1,2024-06-18 05:04:57,"Tidak bisa dipake comment, tolong diperbaiki","Comments cannot be used, please fix it",negative
Adibs 1203,4,2024-06-16 14:04:48,"untuk saat ini lumayan asik,tapi gatau deh kedepannya tambah baik apa makin buruk","For now it's pretty cool, but I don't know if it will get better or worse in the future",positive
Rifai Mansur,5,2024-06-04 16:07:11,Aplikasi threads sangat bagus semoga lebih bagus lagi kedepannya,"The threads application is very good, hopefully it will be even better in the future",positive
