text,positive_sentences,positive_score
tolong sangat untuk buat aplikasi kalau benar benar ingin saing dengan twiter standar komunitas baik karena bagi orang lebih guna suatu sosmed dengan tuju untuk cari gambar kartun tanpa busana untuk sementara saya kasih rating bintang,tolong sangat untuk buat aplikasi kalau benar benar ingin saing dengan twiter standar komunitas baik karena bagi orang lebih guna suatu sosmed dengan tuju untuk cari gambar kartun tanpa busana untuk sementara saya kasih rating bintang,2
baik cepat tanggap,baik cepat tanggap,2
tambah trend topik indonesia dong terus tambah fitur simpan gambar soal guna sangat buat status whatsapp pliss bangedd sekian dari saya denny,tambah trend topik indonesia dong terus tambah fitur simpan gambar soal guna sangat buat status whatsapp pliss bangedd sekian dari saya denny,2
bagus tapi lebih baik lagi kalau fiturnya dapat gonta ganti username dan moga saja ke depan tidak ada connecting sama instagram agar dapat bebas ekspresi sesuatu,bagus tapi lebih baik lagi kalau fiturnya dapat gonta ganti username dan moga saja ke depan tidak ada connecting sama instagram agar dapat bebas ekspresi sesuatu,2
aplikasi ini lebih bagus daripada yang ono noh yang dulu logo burung warna biru skarang jadi logo x latar hitam thank threads moga tidak seperti aplikasi belah penuh drama dn atur nya ehmm,aplikasi ini lebih bagus daripada yang ono noh yang dulu logo burung warna biru skarang jadi logo x latar hitam thank threads moga tidak seperti aplikasi belah penuh drama dn atur nya ehmm,2
sangat bagus dan hampir banyak isi banyak kata makna,sangat bagus dan hampir banyak isi banyak kata makna,2
moga tambah bagus lagi saran min depan jangan hanya akun centang biru beranda kita minimal konten yang kita suka relevan dengan akun kita saja yang muncul seperti algoritma di instagram,moga tambah bagus lagi saran min depan jangan hanya akun centang biru beranda kita minimal konten yang kita suka relevan dengan akun kita saja yang muncul seperti algoritma di instagram,2
tampil bagus game bagus fitur kurang saat nyata cinta agak ngeleg grafikny tolong baik uninstal dulu lah,tampil bagus game bagus fitur kurang saat nyata cinta agak ngeleg grafikny tolong baik uninstal dulu lah,2
sebenernya bagus tapi yang bikin nyebelin sangat itu semua orang status nongol di timeline kita asa seperti pasar improve kaya ig dong yang muncul itu yang cuma kita follow saja jangan bahkan semua nimbrung buset,sebenernya bagus tapi yang bikin nyebelin sangat itu semua orang status nongol di timeline kita asa seperti pasar improve kaya ig dong yang muncul itu yang cuma kita follow saja jangan bahkan semua nimbrung buset,2
mengebug abang knapa itu padahal sudah coba relog tapi tetep ngebug dari segi lain sudah keren tapi itu kok ngebug ada muncul layer tulis lain tolong sangat di benerin,mengebug abang knapa itu padahal sudah coba relog tapi tetep ngebug dari segi lain sudah keren tapi itu kok ngebug ada muncul layer tulis lain tolong sangat di benerin,2
keren sangat apps nya kalau dapat tambahin fitur baru seperti discover trend hashtag tambah fitur gif dan yang lain ketika upload threads dan fitur multi login di aplikasi,keren sangat apps nya kalau dapat tambahin fitur baru seperti discover trend hashtag tambah fitur gif dan yang lain ketika upload threads dan fitur multi login di aplikasi,2
ada bug di aplikasi ini yang perlu di baik upa bug text tumpuk dan timpa dan lain lain tolong moga cepat di baik,ada bug di aplikasi ini yang perlu di baik upa bug text tumpuk dan timpa dan lain lain tolong moga cepat di baik,2
bug nya parah sangat beranda ngebayang parah sudah coba hapus data login ulang tetap saja begitu mungkin masih baru iya nanti kalau sudah baik bugnya kasih bintang,bug nya parah sangat beranda ngebayang parah sudah coba hapus data login ulang tetap saja begitu mungkin masih baru iya nanti kalau sudah baik bugnya kasih bintang,2
tidak dapat menggunggah foto resolusi tinggi seperti foto dari kamera dslr selalu gagal unggah tolong baik,tidak dapat menggunggah foto resolusi tinggi seperti foto dari kamera dslr selalu gagal unggah tolong baik,2
apk saja bagus tapi ada bug seperti kalau lagi ngescrol ke bawah tiba tiba gambar ngeglicht ia saja tidak semua irang tapi saya ngalamin tolong iya di baik,apk saja bagus tapi ada bug seperti kalau lagi ngescrol ke bawah tiba tiba gambar ngeglicht ia saja tidak semua irang tapi saya ngalamin tolong iya di baik,2
aplikasi jalan dengan baik dan lancar hanya ada beberapa bug kecil harap untuk depan dapat tambah fitur terjemah bahasa,aplikasi jalan dengan baik dan lancar hanya ada beberapa bug kecil harap untuk depan dapat tambah fitur terjemah bahasa,2
baik bug text yang tumpu saat di scroll bug nya sangat parah ganggu terimakasih,baik bug text yang tumpu saat di scroll bug nya sangat parah ganggu terimakasih,2
entah bug atau apa tulis kayak tumpuk getar apa karena baru launching jadi masih ada kurang moga cepat baik,entah bug atau apa tulis kayak tumpuk getar apa karena baru launching jadi masih ada kurang moga cepat baik,2
bagus sangat benar aplikasi manusia jaman now,bagus sangat benar aplikasi manusia jaman now,2
kholidah tamam olie tamam aku suka threads twitter bagus alm tamam kamsari,kholidah tamam olie tamam aku suka threads twitter bagus alm tamam kamsari,2
sangat bagus pas noton pidio padcngan hidup fipandang lasung hidup,sangat bagus pas noton pidio padcngan hidup fipandang lasung hidup,2
threads sudah bagus sangat tapi tolong bangat piham threads yang bikin threads coba di bikin untuk kirim pesan mungkin lebih seru lagi,threads sudah bagus sangat tapi tolong bangat piham threads yang bikin threads coba di bikin untuk kirim pesan mungkin lebih seru lagi,2
bakal lebih bagus lagi tanpa cantum lencana di bio saja meski dapat sembunyi hapus menganggu sangat nyesel sudah gausah rilis,bakal lebih bagus lagi tanpa cantum lencana di bio saja meski dapat sembunyi hapus menganggu sangat nyesel sudah gausah rilis,2
top sangat luar biasa jumpa orang yang hebat,top sangat luar biasa jumpa orang yang hebat,2
apk nya bagus saja tapi masih kurang kayak tidak ada translate terus tl juga masih beranta yang tidak mutualan lewat tl melulu kesel terus kenapa akun ig saya jadi tidak dapat buka balik lagi balik lagi menang,apk nya bagus saja tapi masih kurang kayak tidak ada translate terus tl juga masih beranta yang tidak mutualan lewat tl melulu kesel terus kenapa akun ig saya jadi tidak dapat buka balik lagi balik lagi menang,2
sangat bagus aplikasi,sangat bagus aplikasi,2
banyak jadi bug salah satu ketika kita guna tema pada chat di instagram dan kita menginstall thread tema di chat instagram sebut tiba jadi default dari sisi guna di ubah pun tetap akan default sehingga cuma guna lain yang dapat lihat chat tema sebut algoritmanya masih tidak jelas arah mana saya tidak pernah ikutin artis tiba isi thread artis centang biru semua tidak ada fitur send chat jika model cuma mau nampil thread baik jadi satu,banyak jadi bug salah satu ketika kita guna tema pada chat di instagram dan kita menginstall thread tema di chat instagram sebut tiba jadi default dari sisi guna di ubah pun tetap akan default sehingga cuma guna lain yang dapat lihat chat tema sebut algoritmanya masih tidak jelas arah mana saya tidak pernah ikutin artis tiba isi thread artis centang biru semua tidak ada fitur send chat jika model cuma mau nampil thread baik jadi satu,2
banyak bug nya suka keluar sendiri terus teks tumpuk dan kayak error begitu,banyak bug nya suka keluar sendiri terus teks tumpuk dan kayak error begitu,2
kurang efektif lebih baik ig saja,kurang efektif lebih baik ig saja,2
saya suka sama aplikasi ini mantap,saya suka sama aplikasi ini mantap,2
aplikasi yang sangat guna antarmuka intuitif dan mudah guna saya sangat bantu dengan fitur fitur yang sedia terima kasih kepada kembang atas kerja keras,aplikasi yang sangat guna antarmuka intuitif dan mudah guna saya sangat bantu dengan fitur fitur yang sedia terima kasih kepada kembang atas kerja keras,2
saya sangat suka threads,saya sangat suka threads,2
iya mungkin masih baru jadi masih banyak bug yang kurang nyaman untuk guna baru juga seperti saya ketika di scroll mau lihat komentar tiba tiba suka close app sendiri,iya mungkin masih baru jadi masih banyak bug yang kurang nyaman untuk guna baru juga seperti saya ketika di scroll mau lihat komentar tiba tiba suka close app sendiri,2
lumayan mirip sama twitter dan turut saya saya lebih suka ini ketimbang twitter moga di masa datang akan ada lagi fitur bagus yang di kembang oleh meta untuk threads karena aplikasi ini punya potensi besar untuk saing dengan sosial media yang lain,lumayan mirip sama twitter dan turut saya saya lebih suka ini ketimbang twitter moga di masa datang akan ada lagi fitur bagus yang di kembang oleh meta untuk threads karena aplikasi ini punya potensi besar untuk saing dengan sosial media yang lain,2
aplikasi bagus saran saya dapat tambah fitur hastag agar mudah dalam promosi orang dan buat thread lebih mudah jangkau banyak orang,aplikasi bagus saran saya dapat tambah fitur hastag agar mudah dalam promosi orang dan buat thread lebih mudah jangkau banyak orang,2
aplikasi ini mesih banyak bug nya yah masa aku sudah ikut ko tidak dapat yah riset lagi terus kalau ngetik huruf hilang tolong ini min baik,aplikasi ini mesih banyak bug nya yah masa aku sudah ikut ko tidak dapat yah riset lagi terus kalau ngetik huruf hilang tolong ini min baik,2
labih baik dari apk logo burung dan lebih lancar waktu scroll tanpa ada bug,labih baik dari apk logo burung dan lebih lancar waktu scroll tanpa ada bug,2
tolong di baik pas share status di feed instagram tiba tiba post feed instagram saya salah satu hilang baik lagi fiturnya agar lebih profesional ada kirim pesan notif teman follback nya dan live siar terimakasih,tolong di baik pas share status di feed instagram tiba tiba post feed instagram saya salah satu hilang baik lagi fiturnya agar lebih profesional ada kirim pesan notif teman follback nya dan live siar terimakasih,2
oke saja karena baru lahir tapi masa nyimpen data banyakk sangat ada sensitif iya saja agak bingung juga saya makenya kok mirip sangat sama burung biru tidak dapat buat accord sec kah,oke saja karena baru lahir tapi masa nyimpen data banyakk sangat ada sensitif iya saja agak bingung juga saya makenya kok mirip sangat sama burung biru tidak dapat buat accord sec kah,2
mohon bantu nya dong aku mau upload foto tidak dapat selalu keluar terus tiap kali mau upload foto mohon bantu,mohon bantu nya dong aku mau upload foto tidak dapat selalu keluar terus tiap kali mau upload foto mohon bantu,2
awal yang bagus untuk pertama kali tapi telah beberapa kali update sungguh di sayang terlalu banyak bug hingga makan banyak memori,awal yang bagus untuk pertama kali tapi telah beberapa kali update sungguh di sayang terlalu banyak bug hingga makan banyak memori,2
aplikasi sudah cukup bagus bagi walaupun masih dalam kembang moga terus tetap bagus,aplikasi sudah cukup bagus bagi walaupun masih dalam kembang moga terus tetap bagus,2
ini threads kenapa tidak dapat up vid dengan durasi menit mau upload susah loh buat dokumentasi tolong baik sudah bagus walau copy,ini threads kenapa tidak dapat up vid dengan durasi menit mau upload susah loh buat dokumentasi tolong baik sudah bagus walau copy,2
tingkat terus aplikasi nya agar dapat makin sempurna dapat saing dengan aplikasi yang lain,tingkat terus aplikasi nya agar dapat makin sempurna dapat saing dengan aplikasi yang lain,2
makin update makin aneh apk ya belum di update masih normal saja kenapa habis di update mkn masalah tolong di baik lagi apk ya terimakasih,makin update makin aneh apk ya belum di update masih normal saja kenapa habis di update mkn masalah tolong di baik lagi apk ya terimakasih,2
senang sangat karena dapat jadi album digital untuk masa depan harus tetap tahan iya sampai kapan pun semangat inovasi developer,senang sangat karena dapat jadi album digital untuk masa depan harus tetap tahan iya sampai kapan pun semangat inovasi developer,2
bagus saya tidak main twitter karena ribet tapi suka aplikasi ini karena simpel moga saja depan nya tidak banyak ubah,bagus saya tidak main twitter karena ribet tapi suka aplikasi ini karena simpel moga saja depan nya tidak banyak ubah,2
halo developer saya awal lancar post gambar tetapi sekarang sudah tidak dapat mohon baik,halo developer saya awal lancar post gambar tetapi sekarang sudah tidak dapat mohon baik,2
sungguh tarik dengan mudah untuk bagi juga beri komentar yang dapat serta dengan gambar gambar yang dukung postingan kita tentu keren aza iya,sungguh tarik dengan mudah untuk bagi juga beri komentar yang dapat serta dengan gambar gambar yang dukung postingan kita tentu keren aza iya,2
aplikasi nya lumayan bagus tapi tolong tingkat yaa agar semua orang nyaman guna nya semangat developer,aplikasi nya lumayan bagus tapi tolong tingkat yaa agar semua orang nyaman guna nya semangat developer,2
mantap hanya saja karena belum familiar bagi netizen atau guna ig jadi belum banyak ikut atau org yang interaksi masih sepi padahal fiturnya mirip fb bagus juga,mantap hanya saja karena belum familiar bagi netizen atau guna ig jadi belum banyak ikut atau org yang interaksi masih sepi padahal fiturnya mirip fb bagus juga,2
